"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"PS1[338,9,2]",0.045,0.013,0.022,0.036,0.045,0.054,0.071,1.127,23
"PS1[339,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[340,9,2]",0.113,0.036,0.061,0.09,0.109,0.134,0.185,1.033,71
"PS1[342,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[343,9,2]",0.148,0.031,0.096,0.127,0.145,0.165,0.219,1.016,800
"PS1[344,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[345,9,2]",0.105,0.067,0.06,0.085,0.098,0.113,0.155,1.049,97
"PS1[346,9,2]",0.989,0.028,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[347,9,2]",0.109,0.039,0.06,0.088,0.106,0.124,0.166,1.071,35
"PS1[348,9,2]",0.833,0.333,0.09,0.99,0.99,0.99,0.99,1.041,100
"PS1[349,9,2]",0.105,0.022,0.063,0.09,0.104,0.118,0.149,1.178,18
"PS1[351,9,2]",0.146,0.121,0.086,0.112,0.126,0.147,0.211,1.121,110
"PS1[352,9,2]",0.981,0.087,0.99,0.99,0.99,0.99,0.99,1.095,490
"PS1[353,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[354,9,2]",0.628,0.429,0.08,0.129,0.99,0.99,0.99,1.064,37
"PS1[355,9,2]",0.078,0.018,0.045,0.066,0.078,0.09,0.114,1.019,120
"PS1[357,9,2]",0.979,0.096,0.99,0.99,0.99,0.99,0.99,1.278,92
"PS1[358,9,2]",0.121,0.026,0.072,0.103,0.12,0.138,0.176,1.16,20
"PS1[359,9,2]",0.107,0.025,0.063,0.092,0.105,0.121,0.159,1.093,26
"PS1[360,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[361,9,2]",0.119,0.027,0.069,0.1,0.117,0.138,0.174,1.163,18
"PS1[362,9,2]",0.106,0.024,0.064,0.091,0.104,0.119,0.16,1.036,61
"PS1[363,9,2]",0.16,0.036,0.104,0.135,0.156,0.18,0.245,1.021,110
"PS1[364,9,2]",0.132,0.048,0.08,0.11,0.129,0.148,0.193,1.051,53
"PS1[365,9,2]",0.206,0.106,0.13,0.168,0.188,0.218,0.311,1.108,29
"PS1[366,9,2]",0.866,0.309,0.078,0.99,0.99,0.99,0.99,1.244,18
"PS1[367,9,2]",0.138,0.028,0.09,0.119,0.136,0.153,0.203,1.013,190
"PS1[368,9,2]",0.086,0.022,0.046,0.071,0.084,0.1,0.133,1.026,110
"PS1[369,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[370,9,2]",0.984,0.072,0.99,0.99,0.99,0.99,0.99,1.061,910
"PS1[371,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[372,9,2]",0.1,0.025,0.056,0.082,0.1,0.116,0.151,1.161,17
"PS1[373,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[374,9,2]",0.137,0.041,0.086,0.115,0.132,0.155,0.211,1.058,45
"PS1[375,9,2]",0.318,0.067,0.21,0.269,0.307,0.36,0.477,1.034,63
"PS1[376,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[377,9,2]",0.754,0.382,0.096,0.184,0.99,0.99,0.99,1.383,10
"PS1[378,9,2]",0.983,0.076,0.99,0.99,0.99,0.99,0.99,1.088,680
"PS1[379,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[380,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[381,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[382,9,2]",0.107,0.046,0.062,0.089,0.103,0.119,0.162,1.041,59
"PS1[383,9,2]",0.988,0.043,0.99,0.99,0.99,0.99,0.99,1.037,3000
"PS1[384,9,2]",0.086,0.028,0.047,0.069,0.084,0.101,0.138,1.2,14
"PS1[385,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[391,9,2]",0.984,0.067,0.99,0.99,0.99,0.99,0.99,1.166,270
"PS1[392,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[393,9,2]",0.212,0.079,0.133,0.177,0.202,0.233,0.312,1.039,1300
"PS1[396,9,2]",0.116,0.027,0.065,0.098,0.115,0.132,0.177,1.059,54
"PS1[397,9,2]",0.116,0.024,0.075,0.098,0.115,0.133,0.164,1.297,11
"PS1[399,9,2]",0.112,0.095,0.064,0.088,0.101,0.118,0.148,1.134,91
"PS1[400,9,2]",0.097,0.045,0.054,0.081,0.095,0.109,0.142,1.044,67
"PS1[401,9,2]",0.986,0.058,0.99,0.99,0.99,0.99,0.99,1.266,260
"PS1[402,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[403,9,2]",0.161,0.168,0.08,0.108,0.126,0.152,0.99,1.237,36
"PS1[404,9,2]",0.983,0.074,0.99,0.99,0.99,0.99,0.99,1.21,210
"PS1[405,9,2]",0.947,0.19,0.101,0.99,0.99,0.99,0.99,1.083,150
"PS1[406,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[407,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[408,9,2]",0.251,0.325,0.066,0.095,0.114,0.139,0.99,1.167,24
"PS1[409,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[410,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[411,9,2]",0.204,0.045,0.129,0.17,0.199,0.234,0.305,1.281,11
"PS1[413,9,2]",0.772,0.365,0.134,0.203,0.99,0.99,0.99,1.281,12
"PS1[414,9,2]",0.101,0.024,0.062,0.084,0.098,0.115,0.159,1.114,27
"PS1[415,9,2]",0.135,0.029,0.083,0.115,0.133,0.155,0.194,1.277,12
"PS1[416,9,2]",0.878,0.284,0.128,0.99,0.99,0.99,0.99,1.121,38
"PS1[417,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[419,9,2]",0.567,0.45,0.057,0.09,0.99,0.99,0.99,1.804,6
"PS1[420,9,2]",0.281,0.371,0.054,0.077,0.093,0.124,0.99,1.269,13
"PS1[421,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[422,9,2]",0.985,0.059,0.99,0.99,0.99,0.99,0.99,1.225,240
"PS1[423,9,2]",0.144,0.122,0.08,0.109,0.125,0.143,0.22,1.136,190
"PS1[424,9,2]",0.989,0.028,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[425,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[426,9,2]",0.961,0.148,0.227,0.99,0.99,0.99,0.99,1.048,310
"PS1[427,9,2]",0.987,0.051,0.99,0.99,0.99,0.99,0.99,1.296,300
"PS1[428,9,2]",0.11,0.025,0.068,0.093,0.108,0.125,0.165,1.039,76
"PS1[429,9,2]",0.145,0.142,0.076,0.105,0.121,0.138,0.99,1.081,290
"PS1[430,9,2]",0.985,0.067,0.99,0.99,0.99,0.99,0.99,1.165,440
"PS1[431,9,2]",0.768,0.373,0.106,0.189,0.99,0.99,0.99,1.804,6
"PS1[432,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[433,9,2]",0.116,0.025,0.07,0.1,0.115,0.133,0.167,1.044,62
"PS1[434,9,2]",0.123,0.026,0.078,0.105,0.121,0.138,0.179,1.014,710
"PS1[435,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[436,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[437,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[438,9,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[439,9,2]",0.975,0.111,0.99,0.99,0.99,0.99,0.99,1.229,93
"PS1[5,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[6,10,2]",0.051,0.016,0.025,0.04,0.05,0.06,0.085,1.11,24
"PS1[7,10,2]",0.968,0.136,0.171,0.99,0.99,0.99,0.99,1.339,38
"PS1[8,10,2]",0.136,0.032,0.086,0.117,0.132,0.152,0.195,1.02,290
"PS1[9,10,2]",0.606,0.451,0.05,0.081,0.99,0.99,0.99,1.155,18
"PS1[10,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[11,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[12,10,2]",0.178,0.038,0.114,0.153,0.176,0.199,0.263,1.051,52
"PS1[13,10,2]",0.282,0.277,0.118,0.154,0.179,0.214,0.99,1.108,43
"PS1[14,10,2]",0.261,0.269,0.11,0.145,0.164,0.193,0.99,1.171,28
"PS1[15,10,2]",0.926,0.226,0.128,0.99,0.99,0.99,0.99,1.032,160
"PS1[16,10,2]",0.99,0.016,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[17,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[18,10,2]",0.926,0.224,0.129,0.99,0.99,0.99,0.99,1.125,53
"PS1[19,10,2]",0.084,0.026,0.048,0.07,0.083,0.097,0.123,1.02,160
"PS1[20,10,2]",0.132,0.031,0.08,0.109,0.13,0.152,0.195,1.112,23
"PS1[21,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[22,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[23,10,2]",0.124,0.045,0.076,0.103,0.121,0.141,0.18,1.033,97
"PS1[24,10,2]",0.139,0.097,0.08,0.108,0.126,0.146,0.205,1.055,74
"PS1[26,10,2]",0.973,0.12,0.99,0.99,0.99,0.99,0.99,1.12,190
"PS1[27,10,2]",0.751,0.39,0.082,0.151,0.99,0.99,0.99,1.051,56
"PS1[28,10,2]",0.05,0.017,0.019,0.038,0.049,0.062,0.086,1.202,15
"PS1[29,10,2]",0.878,0.281,0.137,0.99,0.99,0.99,0.99,1.169,26
"PS1[30,10,2]",0.081,0.019,0.047,0.067,0.08,0.094,0.116,1.038,73
"PS1[32,10,2]",0.99,0.016,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[33,10,2]",0.263,0.066,0.166,0.216,0.25,0.298,0.421,1.195,15
"PS1[34,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[35,10,2]",0.088,0.021,0.052,0.072,0.086,0.102,0.134,1.064,38
"PS1[36,10,2]",0.989,0.028,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[38,10,2]",0.291,0.321,0.093,0.129,0.15,0.187,0.99,1.42,10
"PS1[39,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[40,10,2]",0.39,0.424,0.05,0.079,0.108,0.99,0.99,8.609,3
"PS1[43,10,2]",0.953,0.174,0.143,0.99,0.99,0.99,0.99,1.324,28
"PS1[44,10,2]",0.084,0.021,0.048,0.07,0.084,0.098,0.128,1.084,32
"PS1[45,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[46,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[47,10,2]",0.988,0.04,0.99,0.99,0.99,0.99,0.99,1.106,2000
"PS1[48,10,2]",0.145,0.209,0.058,0.08,0.095,0.112,0.99,1.213,26
"PS1[49,10,2]",0.108,0.024,0.067,0.092,0.105,0.121,0.161,1.106,24
"PS1[50,10,2]",0.145,0.029,0.097,0.124,0.143,0.162,0.209,1.07,33
"PS1[51,10,2]",0.052,0.016,0.027,0.04,0.05,0.062,0.087,1.135,20
"PS1[52,10,2]",0.99,0.016,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[53,10,2]",0.989,0.021,0.99,0.99,0.99,0.99,0.99,1.109,3000
"PS1[54,10,2]",0.129,0.225,0.039,0.058,0.071,0.085,0.99,1.287,16
"PS1[55,10,2]",0.973,0.123,0.99,0.99,0.99,0.99,0.99,1.324,52
"PS1[56,10,2]",0.011,0.006,0.003,0.006,0.01,0.015,0.026,1.226,13
"PS1[57,10,2]",0.12,0.035,0.073,0.1,0.118,0.136,0.178,1.014,150
"PS1[58,10,2]",0.989,0.023,0.99,0.99,0.99,0.99,0.99,1.117,3000
"PS1[59,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[60,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[61,10,2]",0.362,0.428,0.044,0.064,0.08,0.99,0.99,2.066,5
"PS1[62,10,2]",0.99,0.015,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[64,10,2]",0.884,0.279,0.131,0.99,0.99,0.99,0.99,1.261,18
"PS1[65,10,2]",0.194,0.245,0.074,0.101,0.121,0.145,0.99,1.129,39
"PS1[66,10,2]",0.269,0.052,0.183,0.231,0.264,0.303,0.381,1.005,530
"PS1[67,10,2]",0.096,0.022,0.058,0.081,0.094,0.107,0.149,1.027,93
"PS1[68,10,2]",0.291,0.334,0.091,0.118,0.137,0.173,0.99,1.719,7
"PS1[70,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[71,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[72,10,2]",0.176,0.036,0.12,0.152,0.173,0.196,0.252,1.014,250
"PS1[73,10,2]",0.966,0.14,0.197,0.99,0.99,0.99,0.99,1.114,140
"PS1[74,10,2]",0.104,0.056,0.061,0.085,0.1,0.117,0.15,1.022,190
"PS1[75,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[77,10,2]",0.502,0.468,0.03,0.051,0.083,0.99,0.99,2.121,5
"PS1[79,10,2]",0.971,0.128,0.99,0.99,0.99,0.99,0.99,1.115,170
"PS1[80,10,2]",0.602,0.415,0.106,0.159,0.99,0.99,0.99,1.235,13
"PS1[81,10,2]",0.99,0.016,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[82,10,2]",0.053,0.014,0.028,0.043,0.052,0.062,0.083,1.065,36
"PS1[83,10,2]",0.976,0.108,0.99,0.99,0.99,0.99,0.99,1.16,150
"PS1[84,10,2]",0.075,0.017,0.043,0.064,0.076,0.087,0.11,1.044,61
"PS1[85,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[86,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[87,10,2]",0.855,0.305,0.133,0.99,0.99,0.99,0.99,1.807,6
"PS1[88,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[89,10,2]",0.062,0.015,0.035,0.051,0.061,0.071,0.094,1.013,160
"PS1[90,10,2]",0.191,0.043,0.121,0.161,0.186,0.217,0.284,1.06,40
"PS1[91,10,2]",0.119,0.026,0.07,0.102,0.118,0.136,0.175,1.024,160
"PS1[92,10,2]",0.989,0.028,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[93,10,2]",0.158,0.031,0.105,0.137,0.155,0.177,0.228,1.021,1100
"PS1[94,10,2]",0.098,0.021,0.061,0.084,0.097,0.111,0.144,1.138,20
"PS1[95,10,2]",0.936,0.213,0.094,0.99,0.99,0.99,0.99,1.072,120
"PS1[96,10,2]",0.089,0.026,0.052,0.074,0.088,0.102,0.13,1.1,25
"PS1[97,10,2]",0.203,0.042,0.136,0.171,0.197,0.23,0.301,1.066,36
"PS1[98,10,2]",0.941,0.202,0.108,0.99,0.99,0.99,0.99,1.113,78
"PS1[99,10,2]",0.99,0.015,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[100,10,2]",0.26,0.05,0.177,0.224,0.253,0.289,0.373,1.006,470
"PS1[101,10,2]",0.116,0.026,0.072,0.097,0.114,0.131,0.173,1.085,30
"PS1[103,10,2]",0.315,0.311,0.106,0.152,0.18,0.23,0.99,1.13,32
"PS1[104,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[106,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[107,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[108,10,2]",0.128,0.039,0.08,0.109,0.125,0.143,0.186,1.013,230
"PS1[109,10,2]",0.989,0.035,0.99,0.99,0.99,0.99,0.99,1.293,750
"PS1[110,10,2]",0.401,0.424,0.061,0.087,0.111,0.99,0.99,1.529,7
"PS1[111,10,2]",0.094,0.022,0.056,0.078,0.093,0.108,0.14,1.011,230
"PS1[112,10,2]",0.161,0.042,0.103,0.137,0.156,0.179,0.234,1.013,180
"PS1[113,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[114,10,2]",0.99,0.012,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[115,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[116,10,2]",0.147,0.206,0.06,0.082,0.097,0.115,0.99,1.299,23
"PS1[117,10,2]",0.031,0.011,0.013,0.023,0.03,0.038,0.055,1.108,25
"PS1[118,10,2]",0.072,0.018,0.04,0.06,0.071,0.083,0.11,1.155,17
"PS1[119,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[120,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[121,10,2]",0.133,0.029,0.086,0.112,0.13,0.149,0.2,1.017,130
"PS1[122,10,2]",0.606,0.443,0.061,0.1,0.99,0.99,0.99,1.634,6
"PS1[123,10,2]",0.191,0.122,0.104,0.145,0.172,0.201,0.299,1.131,36
"PS1[124,10,2]",0.988,0.041,0.99,0.99,0.99,0.99,0.99,1.294,430
"PS1[125,10,2]",0.064,0.017,0.034,0.052,0.063,0.075,0.101,1.177,17
"PS1[126,10,2]",0.99,0.016,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[127,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[128,10,2]",0.633,0.438,0.063,0.102,0.99,0.99,0.99,3.5,4
"PS1[129,10,2]",0.989,0.026,0.99,0.99,0.99,0.99,0.99,1.026,3000
"PS1[130,10,2]",0.127,0.028,0.08,0.107,0.124,0.145,0.184,1.055,51
"PS1[131,10,2]",0.063,0.018,0.027,0.052,0.064,0.075,0.098,1.039,920
"PS1[132,10,2]",0.161,0.041,0.108,0.137,0.157,0.178,0.233,1.008,270
"PS1[133,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[134,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[135,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[136,10,2]",0.054,0.015,0.028,0.044,0.053,0.064,0.086,1.079,35
"PS1[137,10,2]",0.086,0.126,0.032,0.055,0.067,0.082,0.12,1.157,24
"PS1[138,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[139,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[140,10,2]",0.94,0.198,0.16,0.99,0.99,0.99,0.99,1.024,380
"PS1[141,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[142,10,2]",0.984,0.076,0.99,0.99,0.99,0.99,0.99,1.192,280
"PS1[143,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[144,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[146,10,2]",0.969,0.135,0.99,0.99,0.99,0.99,0.99,1.055,300
"PS1[147,10,2]",0.898,0.264,0.124,0.99,0.99,0.99,0.99,1.054,87
"PS1[149,10,2]",0.188,0.254,0.062,0.09,0.109,0.133,0.99,1.442,12
"PS1[150,10,2]",0.127,0.084,0.072,0.101,0.118,0.136,0.186,1.064,160
"PS1[151,10,2]",0.104,0.024,0.061,0.088,0.104,0.119,0.155,1.034,74
"PS1[159,10,2]",0.073,0.02,0.039,0.059,0.072,0.086,0.114,1.078,43
"PS1[163,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[164,10,2]",0.986,0.058,0.99,0.99,0.99,0.99,0.99,1.088,790
"PS1[165,10,2]",0.124,0.206,0.046,0.064,0.076,0.089,0.99,1.23,29
"PS1[166,10,2]",0.916,0.241,0.105,0.99,0.99,0.99,0.99,1.015,470
"PS1[167,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[168,10,2]",0.989,0.027,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[169,10,2]",0.401,0.381,0.101,0.138,0.174,0.99,0.99,1.494,8
"PS1[170,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[171,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[172,10,2]",0.965,0.143,0.178,0.99,0.99,0.99,0.99,1.285,43
"PS1[173,10,2]",0.989,0.021,0.99,0.99,0.99,0.99,0.99,1.117,3000
"PS1[174,10,2]",0.051,0.014,0.027,0.042,0.05,0.059,0.082,1.059,40
"PS1[175,10,2]",0.966,0.143,0.148,0.99,0.99,0.99,0.99,1.007,3000
"PS1[176,10,2]",0.99,0.014,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[177,10,2]",0.989,0.028,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[178,10,2]",0.299,0.313,0.103,0.138,0.165,0.206,0.99,1.749,6
"PS1[179,10,2]",0.168,0.034,0.109,0.144,0.166,0.189,0.243,1.059,38
"PS1[181,10,2]",0.104,0.026,0.058,0.087,0.101,0.118,0.162,1.119,22
"PS1[182,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[185,10,2]",0.716,0.388,0.114,0.195,0.99,0.99,0.99,11.146,3
"PS1[186,10,2]",0.36,0.385,0.077,0.113,0.135,0.99,0.99,1.628,7
"PS1[187,10,2]",0.141,0.028,0.089,0.123,0.139,0.158,0.204,1.01,270
"PS1[188,10,2]",0.14,0.033,0.088,0.115,0.134,0.162,0.211,1.131,21
"PS1[189,10,2]",0.979,0.091,0.99,0.99,0.99,0.99,0.99,1.175,190
"PS1[190,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[191,10,2]",0.846,0.313,0.138,0.99,0.99,0.99,0.99,1.221,18
"PS1[192,10,2]",0.12,0.027,0.075,0.101,0.117,0.136,0.179,1.032,69
"PS1[196,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[197,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[198,10,2]",0.118,0.026,0.075,0.1,0.115,0.132,0.176,1.033,66
"PS1[199,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[200,10,2]",0.186,0.035,0.123,0.162,0.183,0.207,0.267,1.03,110
"PS1[201,10,2]",0.66,0.433,0.061,0.1,0.99,0.99,0.99,1.292,11
"PS1[202,10,2]",0.203,0.269,0.071,0.098,0.112,0.137,0.99,1.166,32
"PS1[203,10,2]",0.987,0.048,0.99,0.99,0.99,0.99,0.99,1.141,730
"PS1[204,10,2]",0.103,0.025,0.06,0.086,0.101,0.118,0.16,1.016,180
"PS1[205,10,2]",0.981,0.087,0.99,0.99,0.99,0.99,0.99,1.289,96
"PS1[206,10,2]",0.154,0.05,0.105,0.132,0.15,0.169,0.22,1.013,3000
"PS1[207,10,2]",0.99,0.015,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[208,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[209,10,2]",0.989,0.025,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[210,10,2]",0.129,0.038,0.082,0.108,0.128,0.146,0.184,1.05,46
"PS1[211,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[212,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[213,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[214,10,2]",0.989,0.027,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[215,10,2]",0.984,0.068,0.99,0.99,0.99,0.99,0.99,1.1,620
"PS1[216,10,2]",0.989,0.035,0.99,0.99,0.99,0.99,0.99,1.293,750
"PS1[217,10,2]",0.092,0.032,0.054,0.077,0.091,0.105,0.135,1.102,26
"PS1[219,10,2]",0.121,0.025,0.076,0.104,0.119,0.134,0.173,1.043,90
"PS1[220,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[221,10,2]",0.099,0.021,0.059,0.085,0.099,0.112,0.146,1.074,33
"PS1[222,10,2]",0.989,0.023,0.99,0.99,0.99,0.99,0.99,1.107,3000
"PS1[223,10,2]",0.198,0.195,0.099,0.128,0.15,0.178,0.99,1.173,38
"PS1[224,10,2]",0.061,0.017,0.03,0.048,0.06,0.072,0.097,1.006,2100
"PS1[225,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[226,10,2]",0.066,0.018,0.036,0.053,0.065,0.077,0.106,1.032,79
"PS1[227,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[228,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[229,10,2]",0.158,0.037,0.1,0.132,0.154,0.178,0.243,1.034,66
"PS1[230,10,2]",0.126,0.027,0.078,0.109,0.124,0.142,0.183,1.026,99
"PS1[231,10,2]",0.223,0.056,0.147,0.187,0.216,0.25,0.335,1.004,970
"PS1[232,10,2]",0.71,0.413,0.072,0.116,0.99,0.99,0.99,3.89,3
"PS1[233,10,2]",0.036,0.012,0.018,0.027,0.035,0.044,0.063,1.079,32
"PS1[235,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[236,10,2]",0.087,0.056,0.048,0.072,0.084,0.097,0.123,1.054,140
"PS1[237,10,2]",0.129,0.029,0.081,0.11,0.126,0.144,0.194,1.098,26
"PS1[238,10,2]",0.407,0.372,0.11,0.152,0.186,0.99,0.99,1.015,150
"PS1[239,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[240,10,2]",0.09,0.022,0.052,0.075,0.088,0.105,0.133,1.163,18
"PS1[242,10,2]",0.882,0.278,0.133,0.99,0.99,0.99,0.99,1.612,8
"PS1[243,10,2]",0.955,0.171,0.112,0.99,0.99,0.99,0.99,1.055,200
"PS1[244,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[245,10,2]",0.357,0.383,0.08,0.11,0.137,0.99,0.99,1.004,730
"PS1[246,10,2]",0.975,0.113,0.99,0.99,0.99,0.99,0.99,1.271,78
"PS1[247,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[248,10,2]",0.141,0.028,0.096,0.122,0.137,0.156,0.204,1.008,350
"PS1[249,10,2]",0.99,0.014,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[250,10,2]",0.99,0.015,0.99,0.99,0.99,0.99,0.99,1.291,3000
"PS1[252,10,2]",0.241,0.169,0.141,0.18,0.2,0.231,0.99,1.1,130
"PS1[253,10,2]",0.99,0,0.99,0.99,0.99,0.99,0.99,1,1
"PS1[254,10,2]",0.676,0.105,0.462,0.602,0.678,0.756,0.867,1.018,120
"PS1[255,10,2]",0.989,0.027,0.99,0.99,0.99,0.99,0.99,1.292,1000
"PS1[256,10,2]",0.112,0.031,0.062,0.09,0.109,0.13,0.182,1.19,15
"PS1[257,10,2]",0.075,0.018,0.04,0.064,0.075,0.086,0.116,1.074,39
"PS1[258,10,2]",0.724,0.405,0.082,0.128,0.99,0.99,0.99,1.661,7
